measure_name,datum,state_id,state_name,first_year,last_year,footnotes,sources
"% of counties without a known abortion provider",93,MT,Montana,2014,n/a,,"Special tabulations of data from Frost JJ, Frohwirth L and Zolna MR, Contraceptive Needs and Services, 2014 Update, New York: Guttmacher Institute, 2016"
"% of counties without a known abortion provider",97,NE,Nebraska,2014,n/a,,"Special tabulations of data from Frost JJ, Frohwirth L and Zolna MR, Contraceptive Needs and Services, 2014 Update, New York: Guttmacher Institute, 2016"
"% of counties without a known abortion provider",82,NV,Nevada,2014,n/a,,"Special tabulations of data from Frost JJ, Frohwirth L and Zolna MR, Contraceptive Needs and Services, 2014 Update, New York: Guttmacher Institute, 2016"
"% of counties without a known abortion provider",40,NH,"New Hampshire",2014,n/a,,"Special tabulations of data from Frost JJ, Frohwirth L and Zolna MR, Contraceptive Needs and Services, 2014 Update, New York: Guttmacher Institute, 2016"
"% of counties without a known abortion provider",14,NJ,"New Jersey",2014,n/a,,"Special tabulations of data from Frost JJ, Frohwirth L and Zolna MR, Contraceptive Needs and Services, 2014 Update, New York: Guttmacher Institute, 2016"
"% of counties without a known abortion provider",91,NM,"New Mexico",2014,n/a,,"Special tabulations of data from Frost JJ, Frohwirth L and Zolna MR, Contraceptive Needs and Services, 2014 Update, New York: Guttmacher Institute, 2016"
"% of counties without a known abortion provider",37,NY,"New York",2014,n/a,,"Special tabulations of data from Frost JJ, Frohwirth L and Zolna MR, Contraceptive Needs and Services, 2014 Update, New York: Guttmacher Institute, 2016"
"% of counties without a known abortion provider",83,NC,"North Carolina",2014,n/a,,"Special tabulations of data from Frost JJ, Frohwirth L and Zolna MR, Contraceptive Needs and Services, 2014 Update, New York: Guttmacher Institute, 2016"
"% of counties without a known abortion provider",98,ND,"North Dakota",2014,n/a,,"Special tabulations of data from Frost JJ, Frohwirth L and Zolna MR, Contraceptive Needs and Services, 2014 Update, New York: Guttmacher Institute, 2016"
"% of counties without a known abortion provider",93,OH,Ohio,2014,n/a,,"Special tabulations of data from Frost JJ, Frohwirth L and Zolna MR, Contraceptive Needs and Services, 2014 Update, New York: Guttmacher Institute, 2016"
"% of counties without a known abortion provider",96,OK,Oklahoma,2014,n/a,,"Special tabulations of data from Frost JJ, Frohwirth L and Zolna MR, Contraceptive Needs and Services, 2014 Update, New York: Guttmacher Institute, 2016"
"% of counties without a known abortion provider",75,OR,Oregon,2014,n/a,,"Special tabulations of data from Frost JJ, Frohwirth L and Zolna MR, Contraceptive Needs and Services, 2014 Update, New York: Guttmacher Institute, 2016"
"% of counties without a known abortion provider",81,PA,Pennsylvania,2014,n/a,,"Special tabulations of data from Frost JJ, Frohwirth L and Zolna MR, Contraceptive Needs and Services, 2014 Update, New York: Guttmacher Institute, 2016"
"% of counties without a known abortion provider",80,RI,"Rhode Island",2014,n/a,,"Special tabulations of data from Frost JJ, Frohwirth L and Zolna MR, Contraceptive Needs and Services, 2014 Update, New York: Guttmacher Institute, 2016"
"% of counties without a known abortion provider",91,SC,"South Carolina",2014,n/a,,"Special tabulations of data from Frost JJ, Frohwirth L and Zolna MR, Contraceptive Needs and Services, 2014 Update, New York: Guttmacher Institute, 2016"
"% of counties without a known abortion provider",98,SD,"South Dakota",2014,n/a,,"Special tabulations of data from Frost JJ, Frohwirth L and Zolna MR, Contraceptive Needs and Services, 2014 Update, New York: Guttmacher Institute, 2016"
"% of counties without a known abortion provider",95,TN,Tennessee,2014,n/a,,"Special tabulations of data from Frost JJ, Frohwirth L and Zolna MR, Contraceptive Needs and Services, 2014 Update, New York: Guttmacher Institute, 2016"
"% of counties without a known abortion provider",95,TX,Texas,2014,n/a,,"Special tabulations of data from Frost JJ, Frohwirth L and Zolna MR, Contraceptive Needs and Services, 2014 Update, New York: Guttmacher Institute, 2016"
"% of counties without a known abortion provider",93,UT,Utah,2014,n/a,,"Special tabulations of data from Frost JJ, Frohwirth L and Zolna MR, Contraceptive Needs and Services, 2014 Update, New York: Guttmacher Institute, 2016"
"% of counties without a known abortion provider",50,VT,Vermont,2014,n/a,,"Special tabulations of data from Frost JJ, Frohwirth L and Zolna MR, Contraceptive Needs and Services, 2014 Update, New York: Guttmacher Institute, 2016"
"% of counties without a known abortion provider",88,VA,Virginia,2014,n/a,,"Special tabulations of data from Frost JJ, Frohwirth L and Zolna MR, Contraceptive Needs and Services, 2014 Update, New York: Guttmacher Institute, 2016"
"% of counties without a known abortion provider",94,WA,Washington,2014,n/a,,"Special tabulations of data from Frost JJ, Frohwirth L and Zolna MR, Contraceptive Needs and Services, 2014 Update, New York: Guttmacher Institute, 2016"
"% of counties without a known abortion provider",95,WV,"West Virginia",2014,n/a,,"Special tabulations of data from Frost JJ, Frohwirth L and Zolna MR, Contraceptive Needs and Services, 2014 Update, New York: Guttmacher Institute, 2016"
"% of counties without a known abortion provider",94,WI,Wisconsin,2014,n/a,,"Special tabulations of data from Frost JJ, Frohwirth L and Zolna MR, Contraceptive Needs and Services, 2014 Update, New York: Guttmacher Institute, 2016"
"% of counties without a known abortion provider",96,WY,Wyoming,2014,n/a,,"Special tabulations of data from Frost JJ, Frohwirth L and Zolna MR, Contraceptive Needs and Services, 2014 Update, New York: Guttmacher Institute, 2016"
"% of pregnancies ending in abortion",10,AL,Alabama,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",11,AK,Alaska,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",11,AZ,Arizona,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",9,AR,Arkansas,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",20,CA,California,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",13,CO,Colorado,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",23,CT,Connecticut,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",19,DE,Delaware,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",25,DC,"District of Columbia",2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",21,FL,Florida,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",17,GA,Georgia,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",14,HI,Hawaii,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",6,ID,Idaho,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",17,IL,Illinois,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",9,IN,Indiana,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",8,IA,Iowa,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",8,KS,Kansas,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",7,KY,Kentucky,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",11,LA,Louisiana,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",14,ME,Maine,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",23,MD,Maryland,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",20,MA,Massachusetts,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",17,MI,Michigan,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",10,MN,Minnesota,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",11,MS,Mississippi,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",9,MO,Missouri,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",9,MT,Montana,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",7,NE,Nebraska,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",20,NV,Nevada,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",15,NH,"New Hampshire",2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",26,NJ,"New Jersey",2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",11,NM,"New Mexico",2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",29,NY,"New York",2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",15,NC,"North Carolina",2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",7,ND,"North Dakota",2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",12,OH,Ohio,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",8,OK,Oklahoma,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",14,OR,Oregon,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",17,PA,Pennsylvania,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",20,RI,"Rhode Island",2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",14,SC,"South Carolina",2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",5,SD,"South Dakota",2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",11,TN,Tennessee,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",11,TX,Texas,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",5,UT,Utah,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",16,VT,Vermont,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",17,VA,Virginia,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",15,WA,Washington,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",9,WV,"West Virginia",2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",9,WI,Wisconsin,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",8,WY,Wyoming,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in birth",74,AL,Alabama,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in birth",73,AK,Alaska,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in birth",73,AZ,Arizona,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in birth",75,AR,Arkansas,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in birth",65,CA,California,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in birth",71,CO,Colorado,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in birth",62,CT,Connecticut,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in birth",66,DE,Delaware,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in birth",61,DC,"District of Columbia",2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in birth",64,FL,Florida,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in birth",68,GA,Georgia,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in birth",70,HI,Hawaii,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in birth",78,ID,Idaho,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
