measure_name,datum,state_id,state_name,first_year,last_year,footnotes,sources
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-9,KY,Kentucky,2014,2017,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-2,LA,Louisiana,2014,2017,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-7,ME,Maine,2014,2017,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",7,MD,Maryland,2014,2017,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-12,MA,Massachusetts,2014,2017,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-8,MI,Michigan,2014,2017,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",9,MN,Minnesota,2014,2017,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",13,MS,Mississippi,2014,2017,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-8,MO,Missouri,2014,2017,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-9,MT,Montana,2014,2017,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-13,NE,Nebraska,2014,2017,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-15,NV,Nevada,2014,2017,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-12,NH,"New Hampshire",2014,2017,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",9,NJ,"New Jersey",2014,2017,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",0,NM,"New Mexico",2014,2017,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-11,NY,"New York",2014,2017,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-3,NC,"North Carolina",2014,2017,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-9,ND,"North Dakota",2014,2017,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-9,OH,Ohio,2014,2017,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-11,OK,Oklahoma,2014,2017,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-1,OR,Oregon,2014,2017,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-1,PA,Pennsylvania,2014,2017,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-2,RI,"Rhode Island",2014,2017,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-17,SC,"South Carolina",2014,2017,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-10,SD,"South Dakota",2014,2017,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-14,TN,Tennessee,2014,2017,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-3,TX,Texas,2014,2017,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-4,UT,Utah,2014,2017,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-5,VT,Vermont,2014,2017,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-18,VA,Virginia,2014,2017,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-12,WA,Washington,2014,2017,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-26,WV,"West Virginia",2014,2017,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",6,WI,Wisconsin,2014,2017,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",22,WY,Wyoming,2014,2017,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"% of pregnancies ending in abortion",10,AL,Alabama,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",11,AK,Alaska,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",11,AZ,Arizona,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",9,AR,Arkansas,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",20,CA,California,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",13,CO,Colorado,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",23,CT,Connecticut,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",19,DE,Delaware,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",25,DC,"District of Columbia",2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",21,FL,Florida,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",17,GA,Georgia,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",14,HI,Hawaii,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",6,ID,Idaho,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",17,IL,Illinois,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",9,IN,Indiana,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",8,IA,Iowa,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",8,KS,Kansas,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",7,KY,Kentucky,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",11,LA,Louisiana,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",14,ME,Maine,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",23,MD,Maryland,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",20,MA,Massachusetts,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",17,MI,Michigan,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",10,MN,Minnesota,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",11,MS,Mississippi,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",9,MO,Missouri,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",9,MT,Montana,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",7,NE,Nebraska,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",20,NV,Nevada,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",15,NH,"New Hampshire",2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",26,NJ,"New Jersey",2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",11,NM,"New Mexico",2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",29,NY,"New York",2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",15,NC,"North Carolina",2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",7,ND,"North Dakota",2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",12,OH,Ohio,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",8,OK,Oklahoma,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",14,OR,Oregon,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",17,PA,Pennsylvania,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",20,RI,"Rhode Island",2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",14,SC,"South Carolina",2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",5,SD,"South Dakota",2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",11,TN,Tennessee,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",11,TX,Texas,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",5,UT,Utah,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",16,VT,Vermont,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",17,VA,Virginia,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
"% of pregnancies ending in abortion",15,WA,Washington,2014,n/a,,"Pregnancy Desires and Pregnancies at the State Level: Estimates for 2014, Kost K, Maddow-Zimet I and Kochhar S <https://www.guttmacher.org/reports/ pregnancy-desires-and-pregnancies-state-level-estimates-2014>"
